Date,Drink,Temperature,Precipitation,Event Type,Quantity Sold
2024-03-27,Whiskey,14.84171469248897,18.676989437340193,other,62.81776051504243
2024-03-11,Beer,28.372788153104622,8.033077048826126,none,71.77647096190448
2024-03-05,Vodka,19.085132393552655,12.27519089991759,other,66.86000892680104
2024-02-21,Whiskey,11.236928680370784,9.336171794906482,other,63.817612801713445
2024-01-24,Beer,20.898942335204204,12.356738113424834,none,66.74244973357465
2024-01-01,Whiskey,25.878639289674986,4.731585281493693,other,72.51984406038939
2024-01-26,Vodka,12.89537630677632,8.40185905892053,music,65.927130435712
2024-02-19,Vodka,18.902342643602903,7.4030567464565555,music,69.23025429786449
2024-02-16,Vodka,29.184928829251618,3.4105075631754245,music,75.56931214567318
2024-02-17,Whiskey,24.475054752465432,19.198271780327808,other,67.47804584213438
2024-02-02,Vodka,18.571734201174337,18.63018211124265,none,63.69681246721437
2024-02-06,Beer,23.558594568220805,0.9128990056699826,none,71.5054275824094
2024-02-16,Whiskey,18.90114770714981,19.314137192447948,none,63.656332695840526
2024-02-27,Whiskey,24.426773673782165,13.766880486177097,none,68.08332269103795
2024-03-28,Beer,14.169565447366628,19.160240075916274,music,63.33671070090843
2024-01-25,Whiskey,19.496480033522438,13.032958919345187,other,66.83835234095767
2024-02-09,Beer,23.323878640072635,5.148750991172273,none,70.11731402268464
2024-01-10,Whiskey,22.00055229504987,14.573776905402253,music,68.62814307590426
2024-03-12,Whiskey,12.124084793069672,12.188755565841431,music,64.40541572678241
2024-03-05,Beer,13.644042347707666,14.85502668716014,music,64.36551316770579
2024-03-19,Whiskey,27.471314231924364,10.16413790129599,music,72.68641574557338
2024-02-29,Beer,19.571599568929905,1.7096417895130123,other,70.27290724761104
2024-03-28,Whiskey,26.078091931373336,17.093239220536816,none,67.91107419952561
2024-01-02,Whiskey,26.652357517992563,11.829743555729127,other,70.77725569227755
2024-01-19,Whiskey,14.31302917446979,6.172855360744284,other,66.30465797901161
2024-03-27,Beer,26.20079115627385,9.6886489602038,none,70.19380089007578
2024-02-28,Vodka,29.558529382135056,10.970969270275063,other,72.48797390998502
2024-02-24,Beer,24.72215280744456,14.513988703007751,other,69.00687979281994
2024-01-22,Beer,12.547415687898074,15.507223156767617,music,63.62154089691876
2024-02-22,Beer,11.474597788834085,1.7488159359011157,other,66.2126541136467
2024-01-29,Vodka,29.346280129666166,8.691434792999813,music,74.06570962693314
2024-02-08,Whiskey,17.28144776104839,1.3860977462919943,music,70.2248945566366
2024-03-22,Whiskey,20.72558639215953,13.147802949009632,none,66.41845231137688
2024-02-27,Vodka,14.411912689585332,3.876260070934461,music,68.04307832351233
2024-01-11,Vodka,27.76817001358855,0.35481052089838094,other,74.77764185052476
2024-01-05,Beer,20.775949808110425,11.90022942117614,none,66.81790607770236
2024-01-12,Vodka,10.795019311407824,11.640569818063675,other,62.90533871028481
2024-01-10,Vodka,28.97329008471415,14.488622386030288,none,70.140058326548
2024-02-14,Vodka,13.011800519276399,16.206704895323302,music,63.643888791041206
2024-01-18,Beer,26.152649001288243,18.095786645675727,music,69.6475885069414
2024-02-01,Whiskey,15.826636137313116,15.545511002301676,none,63.24966476796605
2024-02-25,Beer,20.91040459316598,0.6540854941965835,none,70.25897664832402
2024-02-29,Whiskey,27.07949295158081,2.0570642562307095,music,74.92262719892119
2024-01-14,Whiskey,11.132663516704767,4.107977634809994,none,64.33393846790938
2024-03-23,Whiskey,18.539089146417105,10.6150725453559,other,67.08502280960178
2024-02-28,Beer,25.37492560049484,2.200643624898835,none,72.02726971277777
2024-02-15,Vodka,25.5091902956202,3.881972564549183,music,73.59000337844535
2024-01-09,Beer,11.879649872331942,4.1777358040270585,other,65.68650419495785
2024-03-29,Vodka,17.947427655433685,17.237586774975288,none,63.80243779522426
2024-02-17,Beer,13.27681504919202,10.511921735617396,other,64.48483100391078
2024-02-23,Beer,22.049623057291797,17.565685533668734,none,65.75510586854529
2024-01-01,Beer,16.73030039743459,0.6988203352680866,music,70.15550409813687
2024-03-18,Vodka,14.339823808647141,9.446223389810555,none,64.33604488738041
2024-02-03,Vodka,16.910212874630332,10.94353012788133,music,67.17204739895077
2024-03-21,Vodka,12.975771656243776,3.002973212834419,music,67.58699386427156
2024-03-08,Beer,16.093051864991885,2.2306210432979245,other,68.37733961950656
2024-02-02,Beer,10.412769497852137,3.7451256863728655,none,64.08284704301421
2024-01-13,Beer,18.627620612127444,16.038339915788914,other,65.50230833132704
2024-01-21,Vodka,18.099041154626995,4.2888750174645995,other,68.76285807207412
2024-02-20,Beer,10.082917170512731,10.066843954702517,none,62.02140539884561
2024-03-11,Whiskey,26.965541988533886,12.508424319892397,none,69.73024369829923
2024-03-26,Vodka,15.660847872656669,15.857318890760366,other,64.07322826910023
2024-01-04,Whiskey,20.223140400527626,14.611871260645383,none,65.7280088220702
2024-03-30,Vodka,17.79592564934695,4.740668488423781,other,68.47576227814633
2024-03-17,Whiskey,27.003839834706742,14.362600361325178,other,70.1931398089558
2024-01-10,Beer,24.975854447287794,0.7238832827505415,other,73.27076223881873
2024-02-29,Vodka,12.264674048153692,8.879992584139366,other,64.46833924883504
2024-01-02,Vodka,26.141268315636022,9.434612555997258,other,71.24025039101883
2024-02-10,Whiskey,26.149380694159383,10.790230705773158,none,69.83762113534775
2024-01-11,Whiskey,27.325522384919406,5.047648726669811,other,73.14846657445875
2024-03-09,Beer,21.704859206115103,7.359848382789904,none,68.64447508822059
2024-02-24,Vodka,17.228528606758683,6.841665701089283,none,66.56176459305256
2024-02-26,Beer,15.853795676135904,6.560620391137522,other,66.9587117207267
2024-03-09,Whiskey,10.645378448519516,18.58654473886191,none,59.74672580260119
2024-02-16,Beer,16.81633406361784,19.890525496431827,music,64.44100938287937
2024-01-21,Whiskey,20.841551644500196,16.396382043936942,none,65.50186120906902
2024-02-15,Beer,15.735681298733468,0.759191554750458,none,67.6400831829416
2024-02-12,Beer,21.99186397096821,10.684361181034912,music,69.79062363117363
2024-03-28,Vodka,24.068546022180485,11.628212210791025,other,69.54580934785294
2024-03-22,Beer,25.031743164718883,11.323371286849973,none,69.11886019630444
2024-01-24,Vodka,28.64217697066932,15.833060343301973,other,70.57117038234406
2024-03-15,Beer,13.882469001979185,0.28440882591954875,none,66.85591185321373
2024-01-22,Whiskey,14.535334073396658,11.535412711327453,music,65.8070432233001
2024-01-15,Whiskey,18.91825586744296,4.954201895452115,music,69.97286736508585
2024-03-03,Beer,17.90255736529683,17.301256881125582,other,64.76090161831074
2024-02-22,Vodka,10.969811091552648,0.589297396159747,other,66.3081163269284
2024-01-14,Vodka,22.41442729237061,3.6858976566892543,music,72.10144434917854
2024-02-11,Whiskey,28.78006956892136,16.753899921278165,other,70.36386480807724
2024-02-21,Beer,23.970525192305992,17.90476400449792,none,66.6138333948036
2024-01-08,Whiskey,23.46888050471795,18.845021478808277,other,67.0809338087165
2024-03-13,Whiskey,19.756842743591605,8.873593929923798,other,68.21634319281867
2024-03-12,Beer,29.270130897054152,7.208278788957141,music,74.47258181183993
2024-01-28,Vodka,23.582446893004363,10.353208570970187,music,70.68526087521113
2024-01-14,Beer,10.27116881853722,9.214595515463937,other,63.37120575462943
2024-03-21,Beer,29.113090848537674,1.6942086877337847,none,74.0482828179487
2024-01-16,Whiskey,24.137043756954625,4.1844248116322,music,72.81319443498765
2024-02-01,Vodka,26.962939827923652,7.7585784596738065,other,72.15389637605969
2024-03-14,Vodka,21.625864753340657,12.809054254853077,other,67.9702161002144
2024-03-19,Vodka,13.831522385219728,2.258144983268091,music,68.23831769762944
2024-02-23,Whiskey,19.716019354663494,8.454277183812575,none,67.32172652218799
2024-01-15,Vodka,22.433023423172152,12.27888878853122,other,68.53284507502671
2024-02-18,Vodka,17.645871568402388,13.81894467683603,other,65.67725238115038
2024-03-04,Vodka,25.87553282956376,15.518863431739689,none,68.28210738525996
2024-03-11,Vodka,11.531158687484291,2.672484704011502,other,65.9638339325387
2024-01-02,Beer,19.78211382878685,4.806570821466689,music,70.44908566795343
2024-02-05,Beer,11.533782616846333,8.999248502629191,music,65.06711675763441
2024-01-18,Whiskey,15.922883932214457,11.125127175373063,other,65.6239038134953
2024-02-14,Whiskey,22.415138699057923,14.665367544868635,other,67.80795908606837
2024-01-01,Vodka,24.08412657552944,18.235536981453038,none,66.57140219332881
2024-03-15,Vodka,29.862759356633443,19.3030711175242,music,71.14045834305946
2024-02-04,Vodka,23.638547790546056,3.325039307996509,other,71.82176210287408
2024-01-17,Vodka,19.71878004075841,17.211172821313156,other,65.69603817398527
2024-02-24,Whiskey,15.428543711042549,4.548539797686148,none,66.34970991621543
2024-01-27,Whiskey,14.531850633841545,2.4920140625655973,other,67.51832109815109
2024-03-09,Vodka,15.674586601774468,19.512380024904157,other,62.983579293415985
2024-01-12,Beer,28.625669884374393,11.885483780507585,other,71.74718980803492
2024-03-20,Beer,11.56047160098111,13.403493037649888,none,61.759187889195594
2024-01-03,Vodka,12.07522130650798,10.66044419625002,none,62.83947739437899
2024-02-27,Beer,18.775100573434898,1.075725016982294,music,71.06483278162275
2024-03-07,Vodka,19.781402598010885,16.52829654255172,other,65.93221233623993
2024-03-21,Whiskey,17.859989894434804,2.199830054079066,other,69.27004593099369
2024-02-06,Whiskey,26.236671131272,0.06727310588632518,music,75.09815363387011
2024-01-31,Beer,27.537419874817584,9.881399867624754,music,72.80428997712136
2024-01-28,Beer,13.204248926933893,18.10230374302942,music,63.171433340558124
2024-02-13,Vodka,28.840208205471683,15.612512115008295,music,71.73635046823335
2024-01-18,Vodka,22.538698419144346,12.016428236230425,other,68.66442073870304
2024-01-30,Whiskey,12.457582179250874,18.753857340104293,none,60.60263388759415
2024-01-03,Whiskey,17.019619202963742,19.14238748838273,none,62.76709335496705
2024-01-05,Vodka,22.627699926066597,11.22828166895907,music,69.94536546234558
2024-01-20,Whiskey,24.62424717215736,7.072224508857055,none,70.19045623342157
2024-03-23,Vodka,25.542414679948227,2.497423090711801,other,73.02198041276057
2024-02-13,Beer,11.862412647558877,10.730726404307942,none,62.71198840248705
2024-01-06,Beer,20.640277366246,12.759065759418352,none,66.4924189552975
2024-02-25,Whiskey,21.085788332652207,4.885198869020804,none,69.07733450561986
2024-01-25,Beer,20.20011100183991,11.965028486840145,other,67.51054695486792
2024-03-25,Whiskey,11.581649806295456,19.319974789537582,none,59.994832466286454
2024-02-14,Beer,21.88339399825729,19.9411096087512,none,64.95936411650328
2024-03-24,Whiskey,17.83512853436932,7.243332031246581,music,68.74456465781068
2024-03-17,Beer,21.45953911845836,9.13623832005426,music,69.9888980632129
2024-03-27,Vodka,18.412519744159834,6.217051115079819,none,67.34114453755598
2024-01-22,Vodka,12.880981552301185,9.595350502834027,other,64.56188562530039
2024-01-19,Beer,19.445853550929847,18.959217173501916,none,64.03516162341435
2024-02-05,Whiskey,26.75279324414039,18.837729752619182,none,67.72507769628444
2024-01-17,Beer,20.357734555038565,18.204870102727295,other,65.7174062467011
2024-03-20,Vodka,28.352181579177188,18.010330387098797,none,68.77299167345896
2024-02-28,Whiskey,26.215705169065203,0.633814318539454,none,72.91770828897077
2024-03-20,Whiskey,13.332043534270623,3.8745948732831925,none,65.50364330515035
2024-03-04,Beer,12.47562281490758,5.664413079946651,none,64.5384874834698
2024-01-05,Whiskey,23.808394622851058,14.96847369130798,none,67.41365520403313
2024-03-10,Beer,17.83168503238666,10.488658578441342,other,66.76924494266092
2024-03-26,Beer,14.336650266682529,18.146432384352053,none,61.72439541803565
2024-03-14,Beer,21.42295536325502,5.9807924508341825,other,69.91723994637726
2024-02-26,Vodka,27.801755390838007,19.942532006732613,none,67.91811809339922
2024-01-20,Vodka,20.727807169862118,11.803562707924907,music,68.82283477255359
2024-03-13,Beer,18.725704270412322,6.852225818142051,none,67.30718438976355
2024-01-17,Whiskey,19.60375002318986,4.699292751175741,music,70.39208718624221
2024-01-30,Vodka,10.273613081914462,18.311644703598006,none,59.64331312987783
2024-03-19,Beer,16.763599142986976,10.272777026114415,music,67.29996646365916
2024-01-08,Beer,16.85403956490737,19.231572011734343,none,62.65754817893338
2024-01-20,Beer,22.926706081305213,12.488743304810148,none,67.71673004920956
2024-03-08,Vodka,23.113946701695802,15.69968181086556,music,68.84706880758823
2024-02-23,Vodka,24.703877096240646,19.693383132165117,none,66.44392360847078
2024-03-29,Beer,15.77763626543941,1.246563375524965,other,68.51484912006222
2024-03-03,Vodka,29.730024071408,7.684026460965128,other,73.55980409741446
2024-03-04,Whiskey,10.392194490370638,4.460261585737455,none,63.85801876946408
2024-02-19,Beer,15.233866960343441,4.1381038283443905,other,67.3755023316684
2024-02-13,Whiskey,23.643491901024433,10.185361754656626,music,70.76613742411523
2024-02-20,Vodka,26.636312304662855,16.08954094839946,none,68.49129386781158
2024-02-03,Whiskey,16.335901946199655,6.302221562485388,none,66.27728450435421
2024-01-30,Beer,25.935702696172026,7.7271468399246395,none,70.64970729610863
2024-03-12,Vodka,15.766522806546517,14.390494938123812,music,65.56611292183612
2024-02-10,Vodka,29.527175599539966,1.5637203688506096,music,76.2944716891148
2024-03-30,Whiskey,28.861900797059683,0.01214711693877879,none,74.42730626344822
2024-01-07,Whiskey,11.362321358979093,15.630762033825608,none,60.991932069341864
2024-03-03,Whiskey,11.564067708911372,16.897737483801755,other,61.712712609315155
2024-01-24,Whiskey,17.27226321127104,1.4583689178935177,music,70.19862093026747
2024-02-05,Vodka,10.28852747953158,8.57308808246068,music,64.5723373150276
2024-02-04,Beer,15.770547340838823,10.835564715215035,none,64.6346042558549
